,AT,V,AP,RH,PE
5095,29.86,69.34,1009.61,61.27,438.5
5096,29.12,66.56,1006.9,49.79,429.94
5097,10.35,38.38,1020.77,74.55,477.76
5098,30.3,73.9,1006.72,55.13,440.79
5099,21.31,46.97,1014.08,62.57,455.76
5100,15.17,54.3,1017.38,72.11,464.39
5101,11.87,40.55,1019.06,94.11,473.79
5102,24.1,68.61,1010.97,74.87,443.75
5103,23.92,73.17,1011.81,92.33,433.78
5104,13.0,48.79,1017.14,85.23,464.12
5105,24.14,41.1,1002.1,38.49,450.13
5106,30.19,66.54,1004.39,61.43,428.37
5107,22.08,69.94,1008.41,72.86,441.57
5108,26.86,72.58,1009.22,88.39,428.69
5109,13.55,40.1,1014.57,81.48,469.57
5110,13.18,43.8,1023.18,61.21,467.0
5111,7.2,40.35,1011.83,95.59,484.9
5112,11.37,41.5,1013.57,88.82,475.94
5113,13.93,39.64,1011.8,82.64,470.84
5114,10.32,40.35,1011.64,84.05,481.51
5115,16.32,50.88,1013.37,97.19,458.28
5116,4.16,35.47,1017.72,88.49,486.7
5117,28.26,72.43,1006.68,72.3,426.2
5118,29.0,69.68,1012.78,66.09,442.79
5119,31.63,68.3,1014.8,42.02,426.86
5120,28.19,68.08,1013.41,43.93,436.43
5121,13.93,40.2,1013.41,89.86,466.47
5122,30.92,80.18,1010.11,72.47,432.35
5123,19.89,69.48,1011.06,86.73,447.63
5124,25.86,76.2,1005.73,69.35,438.75
5125,10.81,44.63,1020.61,88.29,473.86
5126,18.26,69.94,1004.1,97.39,443.59
5127,18.61,63.09,1019.37,83.08,449.81
5128,25.34,65.61,1014.61,57.51,442.82
5129,21.28,70.72,1010.29,86.22,445.54
5130,12.88,43.8,1023.19,59.18,468.19
5131,33.68,68.14,1002.75,56.05,427.53
5132,8.66,44.68,1022.99,95.45,479.62
5133,8.26,40.96,1025.23,89.22,485.73
5134,9.03,40.71,1025.98,81.94,484.97
5135,14.85,39.39,1013.93,76.27,468.84
5136,3.21,38.44,1016.9,86.34,491.35
5137,15.71,39.3,1019.2,62.28,462.84
5138,26.52,43.77,1011.49,46.98,440.31
5139,14.18,40.69,1014.73,74.88,471.52
5140,13.89,45.08,1024.64,82.29,467.74
5141,10.12,41.78,1013.43,73.47,477.67
5142,21.12,63.91,1009.33,96.14,447.64
5143,26.68,63.73,1009.7,71.55,439.69
5144,19.65,62.1,1019.46,77.82,449.13
5145,23.47,69.71,1009.66,88.83,442.23
5146,16.71,40.55,1004.45,81.64,464.13
5147,5.21,35.79,1012.44,94.35,485.17
5148,28.13,68.12,1012.6,44.71,435.85
5149,12.14,45.0,1023.9,89.2,476.6
5150,23.7,69.23,1011.73,73.18,437.15
5151,29.52,75.33,1002.62,70.64,433.39
5152,13.49,41.78,1010.66,63.34,467.92
5153,28.24,65.74,1013.4,64.87,438.47
5154,16.48,68.28,1004.27,99.89,449.7
5155,14.01,42.74,1029.16,68.31,466.15
5156,24.56,66.75,1018.5,77.47,435.03
5157,28.94,71.64,1006.59,69.24,438.96
5158,19.71,43.43,1009.58,65.71,456.24
5159,11.06,41.5,1013.09,89.8,476.24
5160,22.99,60.77,1017.97,78.47,447.62
5161,19.87,48.14,1016.94,81.56,451.14
5162,23.77,59.21,1011.97,80.08,440.08
5163,20.99,50.12,1008.82,95.97,448.07
5164,10.32,41.01,1021.04,95.3,467.81
5165,26.72,56.9,1007.12,58.54,435.16
5166,14.55,44.84,1023.83,87.6,465.14
5167,4.89,45.87,1007.58,99.35,482.69
5168,19.49,46.63,1013.11,88.01,451.31
5169,24.44,59.21,1017.36,61.45,445.82
5170,7.99,36.08,1020.08,83.2,481.35
5171,27.28,51.43,1011.46,51.38,450.53
5172,26.23,59.07,1008.2,78.93,440.18
5173,9.46,41.4,1026.78,87.58,480.82
5174,15.01,39.52,1017.53,72.0,468.02
5175,24.86,63.47,1011.5,71.78,441.68
5176,20.47,58.16,1016.97,68.6,453.99
5177,27.09,49.3,1003.93,61.0,437.44
5178,11.48,36.18,1017.03,61.62,469.44
5179,7.84,40.07,1016.68,47.63,488.7
5180,15.97,52.72,1024.72,65.97,462.64
5181,29.55,67.69,1004.88,48.68,428.77
5182,11.63,40.55,1022.89,87.12,474.67
5183,22.96,45.01,1012.21,50.81,450.37
5184,13.61,40.71,1022.36,72.87,475.23
5185,22.17,70.47,1011.07,82.57,441.14
5186,15.45,61.27,1019.87,79.21,456.59
5187,25.08,61.02,1010.01,73.21,437.31
5188,24.98,71.98,1006.59,90.61,432.06
5189,20.57,44.9,1008.39,62.69,456.18
5190,12.33,38.91,1017.24,79.84,472.49
5191,8.29,36.08,1020.38,81.53,483.26
5192,25.47,59.92,1010.08,77.18,439.84
5193,28.2,66.75,1018.35,60.18,433.46
5194,29.05,70.32,1011.33,72.5,437.16
5195,27.03,65.12,1015.94,45.1,441.62
5196,27.25,73.03,1014.15,68.52,439.78
5197,30.71,71.85,1008.07,72.05,425.16
5198,20.94,49.02,1008.91,87.32,448.18
5199,9.06,43.79,1016.05,81.32,482.8
5200,26.8,58.84,1001.2,65.03,445.76
5201,25.77,65.48,1018.07,51.47,440.96
5202,16.77,50.9,1013.24,84.4,459.91
5203,11.73,37.92,1008.02,72.68,472.51
5204,19.72,65.94,1010.53,82.12,446.84
5205,24.42,66.56,1002.04,84.7,434.18
5206,18.68,59.14,1016.96,77.09,452.85
5207,14.22,45.08,1023.26,84.41,466.47
5208,23.81,57.5,1015.53,70.66,448.72
5209,7.91,38.56,1016.48,68.94,485.95
5210,21.32,45.01,1012.23,59.94,452.75
5211,24.75,52.84,1005.47,69.61,442.6
5212,26.81,56.57,1013.68,61.6,442.94
5213,25.99,49.82,1015.95,58.56,452.09
5214,10.59,41.26,1008.1,98.27,474.76
5215,6.33,42.07,1004.25,77.1,484.57
5216,22.26,44.89,1009.51,78.93,447.07
5217,15.9,39.99,1007.03,78.49,465.5
5218,23.14,58.18,1008.89,81.82,444.51
5219,19.48,58.79,1017.6,88.72,450.55
5220,13.19,44.88,1017.61,94.95,467.68
5221,27.4,69.84,1002.98,76.48,430.54
5222,29.41,59.27,1011.36,52.37,441.99
5223,25.22,71.85,1009.78,68.96,438.71
5224,22.31,70.32,1009.22,89.53,437.83
5225,7.64,42.28,1008.49,83.42,483.74
5226,14.68,43.99,1023.36,86.79,461.91
5227,15.12,48.92,1011.8,72.93,462.59
5228,20.96,61.27,1019.99,67.32,448.77
5229,5.95,39.48,1005.16,63.6,486.07
5230,25.13,57.69,1007.43,78.43,437.8
5231,11.58,40.66,1017.0,97.13,466.42
5232,20.21,59.14,1016.0,70.38,448.79
5233,16.64,43.14,1019.03,82.88,459.0
5234,8.86,36.71,1025.64,79.65,478.88
5235,19.72,47.03,1012.1,90.36,458.59
5236,8.27,38.56,1016.47,66.6,485.31
5237,30.19,68.08,1010.95,50.34,431.25
5238,20.06,56.53,1020.38,75.16,455.99
5239,13.16,43.41,1016.43,79.47,465.6
5240,24.01,65.46,1014.17,43.02,443.81
5241,9.78,40.03,1017.33,92.11,480.59
5242,16.85,42.24,1017.43,66.01,472.63
5243,15.12,39.16,1006.55,76.99,463.78
5244,24.45,66.49,1014.24,58.15,449.22
5245,9.14,42.44,1014.48,92.03,481.46
5246,26.02,68.67,1006.73,75.19,440.12
5247,21.46,51.61,1010.91,76.41,457.28
5248,13.18,40.24,1016.81,86.71,469.35
5249,5.79,38.68,1017.19,70.46,487.4
5250,13.56,49.83,1007.01,89.86,466.33
5251,11.95,42.07,1018.52,84.73,467.91
5252,9.15,44.03,1012.45,81.67,474.26
5253,28.96,66.54,1002.54,56.33,429.48
5254,21.23,50.59,1017.42,69.26,453.95
5255,10.73,40.35,1012.27,89.65,477.23
5256,6.1,39.33,1010.4,95.34,491.37
5257,25.5,63.91,1009.4,75.22,444.26
5258,29.1,76.2,1006.28,60.22,435.97
5259,22.58,58.12,1014.88,80.59,448.32
5260,19.53,66.54,1013.72,81.46,451.19
5261,20.07,51.3,1011.9,94.62,450.46
5262,24.96,77.54,1008.25,80.6,433.4
5263,21.08,63.13,1013.53,98.0,443.51
5264,12.54,43.69,1017.26,83.59,470.04
5265,6.64,35.19,1019.83,76.01,484.03
5266,16.78,37.2,1011.97,68.94,471.24
5267,14.02,40.75,1016.05,70.65,470.48
5268,29.45,70.02,1010.28,65.93,437.82
5269,28.97,78.92,1011.71,88.5,430.98
5270,6.11,38.68,1017.53,79.23,482.97
5271,28.53,49.3,1003.83,59.69,438.17
5272,31.71,69.04,1008.79,49.32,441.15
5273,32.45,44.37,1005.05,44.37,429.81
5274,30.53,73.21,1000.37,74.17,430.2
5275,15.02,41.48,1015.19,58.69,456.04
5276,24.91,58.69,1008.22,82.81,435.96
5277,22.21,69.71,1009.69,96.85,440.14
5278,24.51,65.12,1016.18,62.39,447.46
5279,18.9,60.07,1016.02,71.38,451.5
5280,28.51,76.09,1007.88,78.2,438.28
5281,27.88,75.23,1011.33,58.91,439.33
5282,24.33,49.16,1003.46,61.04,441.2
5283,20.36,57.5,1014.36,82.96,452.28
5284,11.15,40.64,1020.65,97.95,477.79
5285,21.16,50.66,1014.13,72.77,455.86
5286,30.47,70.83,1010.91,46.94,444.39
5287,31.68,74.16,1011.3,55.94,434.61
5288,19.8,49.15,1020.88,61.88,461.78
5289,32.33,67.83,1008.11,57.48,427.84
5290,18.67,58.46,1016.73,87.7,447.16
5291,29.42,69.14,1007.32,75.04,437.75
5292,27.84,71.32,1007.72,79.25,431.37
5293,22.59,65.06,1014.36,62.44,444.6
5294,10.38,41.01,1020.8,94.26,465.9
5295,8.32,39.64,1010.93,78.21,479.69
5296,30.34,71.25,1000.94,67.29,431.18
5297,12.38,45.51,1016.15,81.37,470.46
5298,11.23,43.7,1016.0,91.75,476.04
5299,24.19,46.93,1013.4,49.39,446.3
5300,30.17,75.08,1005.17,55.89,438.89
5301,28.5,71.32,1002.54,69.35,435.7
5302,14.78,38.58,1017.02,82.4,460.54
5303,11.48,41.2,1012.88,90.04,478.34
5304,9.59,34.69,1027.65,75.32,478.88
5305,20.42,60.77,1017.65,87.07,447.85
5306,20.76,58.79,1017.22,78.75,447.07
5307,13.53,40.71,1023.83,61.59,474.7
5308,34.4,77.95,1009.83,57.86,430.87
5309,33.6,74.33,1012.31,35.66,428.62
5310,28.62,69.71,1009.67,62.12,437.52
5311,19.72,44.78,1009.27,39.18,464.54
5312,11.54,40.77,1022.13,83.5,465.61
5313,19.39,60.1,1010.28,83.31,452.57
5314,9.59,37.14,1013.8,72.85,474.74
5315,12.31,40.64,1020.71,94.6,475.65
5316,23.61,63.94,1012.9,87.06,441.57
5317,7.61,39.42,1024.93,74.77,475.55
5318,18.51,58.46,1017.21,88.1,448.39
5319,7.53,43.65,1018.58,64.85,479.15
5320,10.5,52.72,1026.32,85.04,468.01
5321,24.99,58.79,1016.37,67.16,439.2
5322,6.15,40.07,1020.2,66.64,494.3
5323,30.54,67.45,1014.37,32.97,431.35
5324,13.44,39.39,1012.93,84.29,469.67
5325,31.27,73.77,1003.27,71.48,430.32
5326,16.13,39.99,1007.04,80.49,465.25
5327,30.97,67.69,1005.61,50.88,425.35
5328,15.37,43.34,1014.84,80.37,460.02
5329,21.25,66.86,1012.99,60.65,455.72
5330,14.89,39.82,1013.23,82.49,470.19
5331,6.65,40.77,1021.79,88.84,482.9
5332,30.26,72.58,1007.0,65.51,425.71
5333,33.71,69.98,1013.09,42.62,431.99
5334,8.6,40.77,1011.8,89.45,480.82
5335,29.0,75.33,1001.6,71.43,432.65
5336,10.02,41.44,1017.37,77.65,479.63
5337,28.75,64.69,1007.1,60.37,437.94
5338,37.11,68.94,1006.23,31.15,429.25
5339,30.06,67.25,1017.63,53.59,435.02
5340,30.68,69.68,1012.86,56.56,438.68
5341,30.08,73.42,1011.17,63.86,434.95
5342,6.98,40.35,1011.92,94.72,484.19
5343,29.17,73.17,1009.87,60.97,432.07
5344,21.93,60.84,1017.8,82.61,443.89
5345,15.11,43.67,1012.06,91.75,467.82
5346,25.68,70.17,1001.38,85.89,433.92
5347,30.44,56.24,1005.19,56.24,429.34
5348,20.36,65.27,1011.73,70.8,445.67
5349,26.47,47.43,1009.09,54.94,439.4
5350,13.9,39.54,1007.01,81.33,471.16
5351,21.81,60.27,1015.93,91.38,441.85
5352,9.08,42.49,1010.67,85.35,481.46
5353,32.31,77.95,1010.15,62.17,430.15
5354,27.96,73.42,1011.11,71.93,435.93
5355,9.23,42.44,1014.34,94.2,481.29
5356,25.66,61.08,1013.0,71.21,446.05
5357,19.2,61.27,1020.02,65.53,455.2
5358,24.81,59.87,1018.56,61.18,444.89
5359,24.1,60.29,1008.2,61.81,449.79
5360,28.33,68.14,1004.63,71.21,431.27
5361,19.53,50.32,1009.71,94.46,449.59
5362,29.37,74.78,1009.47,55.65,434.2
5363,24.44,69.84,1005.34,80.37,430.3
5364,31.35,67.32,1013.74,38.56,439.81
5365,28.98,62.66,1009.1,52.62,438.45
5366,21.05,63.09,1016.49,91.23,447.45
5367,25.03,60.27,1017.9,72.04,438.24
5368,14.78,54.3,1016.96,68.53,463.75
5369,25.24,67.45,1013.56,50.91,438.99
5370,16.7,50.88,1015.11,97.25,456.18
5371,16.44,53.16,1014.82,75.29,458.49
5372,25.18,71.98,1006.71,89.86,432.88
5373,23.51,48.98,1014.63,41.56,454.06
5374,20.56,64.45,1012.24,53.09,458.97
5375,26.63,43.77,1011.33,49.3,440.95
5376,27.4,69.13,1001.4,82.47,426.18
5377,26.91,65.34,1014.19,50.7,443.6
5378,23.75,67.9,1006.25,70.17,445.22
5379,27.79,69.23,1012.86,45.71,435.06
5380,27.41,63.07,1011.5,55.3,445.02
5381,7.98,43.52,1022.45,97.68,481.93
5382,11.98,44.58,1016.45,78.8,477.56
5383,27.1,73.21,1002.97,89.68,430.87
5384,12.93,45.51,1015.27,87.27,469.83
5385,18.91,45.01,1012.9,59.81,456.12
5386,26.9,66.48,1004.47,54.71,432.95
5387,14.36,40.0,1016.16,68.79,460.42
5388,8.81,43.56,1014.99,81.5,482.52
5389,18.36,53.16,1013.31,83.18,458.47
5390,11.48,37.92,1008.47,70.55,472.9
5391,25.92,73.77,1001.27,94.28,432.0
5392,11.01,43.69,1016.7,81.48,477.3
5393,26.31,66.48,1005.93,63.9,432.89
5394,9.99,42.07,1018.78,85.68,471.6
5395,12.84,40.8,1026.95,69.86,475.59
5396,21.07,67.07,1004.64,86.16,446.05
5397,17.7,38.52,1020.15,69.8,455.5
5398,14.36,41.26,1021.16,73.43,462.25
5399,24.0,58.05,1011.28,74.32,447.16
5400,12.17,41.58,1013.89,88.98,463.03
5401,19.58,50.12,1009.82,100.1,449.44
5402,25.73,66.54,1010.07,55.97,437.07
5403,23.85,74.22,1009.99,82.72,441.66
5404,26.45,73.5,1010.31,74.33,433.44
5405,20.95,44.89,1010.48,67.97,450.39
5406,21.29,59.04,1012.49,84.23,445.37
5407,14.32,71.14,1019.87,79.15,460.02
5408,19.65,63.91,1009.26,99.08,444.9
5409,28.09,77.95,1017.07,70.98,436.94
5410,33.87,71.32,1007.91,39.48,435.89
5411,13.72,41.62,1011.14,75.79,455.52
5412,9.47,41.4,1026.49,87.9,479.68
5413,32.19,69.13,1000.45,48.22,425.21
5414,18.73,46.48,1007.19,79.23,450.74
5415,6.09,43.65,1020.95,71.15,485.96
5416,24.43,67.25,1017.99,74.27,436.5
5417,25.24,66.54,1002.07,81.22,433.86
5418,26.26,71.73,1009.59,80.06,430.79
5419,26.15,64.27,1013.03,59.77,439.11
5420,7.77,41.82,1032.72,72.8,479.4
5421,27.92,63.07,1010.75,45.26,442.87
5422,31.62,64.05,1010.94,58.93,439.09
5423,12.47,45.01,1017.8,95.25,467.18
5424,31.41,74.16,1008.65,68.5,430.37
5425,32.63,74.99,1002.42,40.07,432.79
5426,21.97,58.12,1014.21,85.93,448.91
5427,22.68,58.82,1010.11,82.8,443.86
5428,10.82,44.63,1020.64,90.26,473.23
5429,32.37,68.67,1005.45,47.98,430.35
5430,10.89,40.81,1025.82,81.18,478.23
5431,25.45,70.04,1011.2,82.48,430.2
5432,10.91,42.34,1021.83,94.99,470.91
5433,6.75,39.4,1011.28,90.84,483.77
5434,21.36,45.61,1013.43,83.64,456.85
5435,23.45,45.61,1012.84,73.42,454.92
5436,4.04,35.47,1017.51,87.35,486.86
5437,15.4,38.73,1000.67,79.71,469.18
5438,25.54,49.16,1003.64,47.4,443.55
5439,22.61,59.87,1019.12,66.12,441.2
5440,8.62,39.66,1015.18,89.59,482.99
5441,13.84,41.26,1020.92,74.74,462.46
5442,21.31,69.05,1002.46,73.42,440.97
5443,28.54,58.33,1013.9,49.4,439.28
5444,20.35,67.45,1015.14,69.22,447.64
5445,24.54,65.46,1014.27,40.77,446.26
5446,5.84,40.62,1018.58,82.73,482.1
5447,26.47,69.51,1009.51,65.02,433.89
5448,10.79,43.56,1015.15,73.01,479.64
5449,18.3,44.06,1017.95,63.24,456.32
5450,28.79,68.51,1013.02,62.84,432.51
5451,23.07,49.02,1009.07,84.1,444.22
5452,31.25,74.34,999.06,69.85,432.22
5453,18.16,39.99,1007.73,70.54,463.69
5454,25.06,74.33,1014.05,69.02,437.27
5455,26.71,59.39,1014.24,66.45,439.33
5456,18.67,47.83,1005.12,82.97,454.47
5457,10.29,40.0,1021.46,90.6,479.58
5458,5.52,39.33,1009.74,95.25,492.39
5459,23.41,54.42,1012.86,70.12,454.68
5460,29.91,74.9,1003.36,69.34,434.93
5461,19.92,46.97,1014.32,69.17,459.39
5462,26.85,63.56,1013.25,52.84,444.39
5463,23.59,58.62,1017.81,66.68,448.09
5464,22.72,63.73,1012.63,82.14,448.56
5465,20.3,62.52,1017.96,75.17,451.86
5466,17.0,45.09,1013.52,88.32,458.94
5467,8.89,41.54,1019.27,82.87,483.82
5468,12.61,41.79,1015.82,91.9,461.37
5469,28.9,71.94,1007.29,64.77,427.41
5470,5.49,38.5,1012.18,79.33,490.84
5471,12.91,42.07,1018.4,86.5,466.05
5472,9.45,41.4,1027.34,86.66,475.49
5473,27.47,69.98,1008.53,58.72,431.11
5474,5.79,39.61,1021.64,85.41,489.6
5475,21.92,49.02,1009.29,88.56,443.31
5476,27.07,65.59,1012.14,63.93,442.71
5477,20.6,66.86,1013.08,62.48,451.44
5478,30.73,69.89,1015.0,58.9,426.79
5479,26.31,48.6,1002.64,60.04,440.06
5480,19.98,49.15,1021.56,63.89,457.54
5481,21.31,58.66,1012.67,69.36,451.96
5482,11.48,44.58,1016.43,80.15,478.53
5483,23.33,73.18,1012.51,91.29,436.33
5484,14.05,40.71,1016.36,68.58,465.74
5485,10.06,34.69,1027.9,71.73,477.68
5486,28.87,57.19,1008.09,64.29,435.57
5487,24.83,62.4,1010.13,70.18,442.2
5488,10.42,39.96,1025.21,95.69,470.81
5489,27.51,63.73,1009.97,66.14,440.81
5490,23.97,68.67,1006.63,76.83,441.53
5491,27.22,68.3,1016.84,64.88,436.81
5492,11.54,45.0,1022.77,80.79,482.34
5493,21.44,48.98,1014.4,54.22,454.5
5494,25.1,61.47,1007.84,75.75,447.27
5495,22.84,61.87,1010.63,51.67,442.72
5496,26.03,69.68,1011.61,60.75,449.54
5497,18.9,58.46,1016.74,87.65,449.32
5498,11.75,42.32,1015.28,77.25,470.44
5499,27.37,76.09,1007.52,89.12,433.34
5500,17.73,43.72,1009.33,76.68,453.94
5501,20.01,56.65,1020.77,74.46,457.01
5502,7.89,39.37,1016.28,84.66,483.82
5503,11.53,41.14,1025.63,88.54,469.04
5504,13.46,41.4,1019.46,71.73,467.4
5505,13.74,39.35,1014.82,77.48,471.11
5506,13.77,43.13,1016.63,62.13,468.45
5507,20.25,59.8,1015.3,82.69,453.81
5508,10.75,40.81,1015.93,79.27,474.71
5509,11.77,39.39,1012.9,85.8,478.51
5510,9.29,39.96,1026.2,97.55,473.51
5511,15.15,41.35,1006.3,86.16,468.64
5512,16.96,44.9,1020.5,77.53,458.1
5513,27.01,65.06,1013.16,53.02,439.81
5514,12.74,44.03,1007.62,97.64,463.96
5515,5.21,43.65,1017.64,78.62,486.08
5516,8.18,40.02,1031.45,73.66,478.81
5517,20.13,60.07,1014.79,63.57,453.49
5518,31.54,67.32,1013.79,36.99,433.02
5519,19.79,64.45,1016.14,73.54,451.37
5520,14.96,43.02,1012.77,42.93,467.16
5521,9.0,40.78,1025.39,99.22,468.5
5522,16.47,38.01,1022.3,72.29,461.54
5523,16.0,45.09,1014.31,60.02,458.46
5524,25.42,73.17,1012.29,85.86,437.06
5525,9.27,39.64,1010.79,79.56,480.29
5526,6.85,37.49,1011.01,84.53,483.12
5527,30.49,64.44,1013.43,51.73,438.09
5528,4.81,42.85,1013.96,86.94,479.8
5529,29.93,69.48,1009.21,54.59,430.75
5530,21.93,60.84,1018.96,76.8,440.76
5531,13.35,41.44,1015.9,66.04,473.17
5532,32.44,77.95,1014.83,50.69,434.97
5533,11.8,43.22,1008.57,78.01,469.55
5534,24.4,60.32,1016.5,70.96,447.73
5535,21.92,58.79,1010.09,89.7,446.71
5536,8.27,37.7,1015.09,73.64,479.16
5537,7.0,36.24,1013.15,89.64,483.06
5538,20.74,59.8,1015.46,76.39,452.99
5539,12.58,43.67,1014.36,91.72,473.02
5540,24.22,62.08,1022.53,60.79,449.11
5541,18.43,44.63,1019.76,39.99,458.75
5542,12.52,71.14,1019.49,76.11,463.22
5543,19.18,50.12,1005.99,100.09,444.56
5544,13.51,44.9,1019.29,77.24,464.86
5545,26.38,70.47,1007.36,76.91,434.02
5546,11.65,41.54,1020.09,67.96,476.4
5547,10.31,37.5,1008.55,99.31,474.16
5548,15.37,50.59,1019.02,98.2,463.35
5549,29.89,65.74,1012.95,51.36,438.24
5550,31.53,70.36,1006.29,57.11,438.71
5551,6.25,39.48,1004.82,52.71,484.26
5552,29.09,70.02,1010.13,48.06,443.27
5553,12.0,41.5,1013.21,86.75,473.68
5554,18.61,47.83,1006.43,78.89,454.21
5555,16.34,36.99,1006.99,90.06,466.24
5556,28.12,58.33,1013.61,39.67,448.72
5557,12.64,41.26,1020.79,83.66,465.78
5558,26.1,62.91,1012.44,60.91,446.05
5559,8.07,43.41,1016.02,76.26,467.56
5560,27.5,68.24,1010.38,73.44,430.9
5561,28.44,77.54,1011.73,77.3,433.21
5562,28.31,71.85,1009.0,77.56,429.57
5563,22.72,64.15,1021.14,60.34,453.13
5564,22.79,44.57,1007.31,69.36,448.91
5565,17.08,40.12,1012.17,81.5,457.81
5566,15.6,41.04,1025.48,64.43,457.49
5567,22.07,48.41,1008.71,81.29,444.01
5568,24.16,66.05,1016.45,73.27,443.75
5569,14.93,39.16,1007.25,72.35,463.2
5570,11.99,38.28,1013.65,91.31,469.23
5571,16.85,52.9,1019.47,81.28,460.84
5572,24.82,66.54,1010.0,60.36,440.88
5573,21.67,69.71,1010.46,96.83,440.16
5574,18.06,43.14,1013.95,62.21,461.27
5575,30.05,66.44,1008.46,76.82,427.55
5576,18.36,62.1,1019.9,79.09,453.5
5577,32.02,67.83,1007.77,53.31,426.55
5578,24.61,62.39,1006.39,79.08,437.01
5579,8.41,39.16,1015.47,93.42,484.34
5580,8.94,36.71,1025.5,80.45,477.62
5581,22.57,63.94,1013.49,81.61,443.58
5582,9.92,40.64,1020.39,95.41,469.65
5583,26.51,50.05,1006.75,65.34,440.22
5584,24.93,47.01,1015.12,64.8,455.39
5585,24.43,58.95,1017.18,57.73,441.4
5586,12.28,39.96,1011.76,77.07,468.0
5587,9.75,35.76,1019.88,62.31,474.31
5588,10.94,40.81,1026.03,80.79,476.32
5589,25.37,68.31,1011.12,70.99,441.76
5590,23.82,60.32,1016.61,75.29,445.0
5591,9.26,40.11,1024.38,74.82,460.72
5592,24.57,66.54,1004.44,83.15,432.41
5593,29.55,72.29,1007.94,84.45,430.98
5594,27.37,63.31,1012.89,60.11,439.15
5595,11.83,38.25,1013.36,85.33,473.31
5596,22.32,70.47,1010.97,83.16,441.87
5597,5.8,45.87,1009.14,92.06,481.6
5598,25.41,69.14,1006.4,87.4,436.59
5599,24.89,66.49,1010.15,65.65,436.39
5600,18.12,50.16,1009.82,100.09,453.29
5601,28.14,61.47,1009.69,64.66,435.35
5602,15.62,35.4,1016.19,53.95,467.95
5603,11.29,35.76,1019.32,58.91,473.74
5604,17.99,50.16,1009.98,100.09,451.38
5605,4.87,42.85,1013.6,92.3,482.22
5606,19.25,43.43,1012.01,73.26,451.08
5607,11.74,40.6,1013.91,90.57,473.84
5608,13.43,43.69,1016.21,73.01,475.36
5609,25.33,71.32,1007.05,85.31,434.68
5610,19.26,44.34,1019.45,51.32,467.72
5611,17.89,40.12,1011.99,76.52,451.79
5612,30.57,58.9,1004.54,54.37,438.49
5613,7.45,43.13,1019.31,86.32,485.6
5614,24.03,66.54,1012.19,69.15,438.08
5615,8.03,40.07,1016.06,47.46,488.02
5616,28.06,70.04,1009.89,66.07,431.7
5617,10.06,39.61,1018.22,70.22,471.86
5618,9.68,40.77,1022.04,85.23,473.73
5619,26.38,69.88,1008.42,86.25,432.25
5620,10.84,39.18,1023.64,87.1,474.49
5621,7.05,40.69,1020.53,89.67,476.75
5622,13.34,41.79,1011.48,86.66,461.12
5623,24.39,63.77,1013.3,77.53,443.65
5624,24.26,69.71,1008.98,81.58,438.6
5625,8.23,41.01,1022.89,98.03,474.52
5626,13.15,40.78,1024.13,79.59,462.3
5627,31.35,71.97,1008.29,72.26,430.16
5628,22.88,65.48,1017.33,66.26,447.14
5629,25.44,56.57,1013.8,66.72,444.61
5630,27.79,71.85,1008.95,87.35,427.67
5631,21.99,57.5,1015.87,80.72,446.96
5632,13.35,40.27,1005.83,49.75,474.68
5633,28.63,66.56,1005.88,64.73,427.35
5634,12.78,44.6,1013.64,77.56,468.67
5635,8.37,40.92,1021.82,86.03,476.02
5636,11.93,38.78,1013.15,96.08,474.57
5637,21.03,63.86,1014.84,71.72,450.64
5638,27.2,65.12,1016.2,44.95,442.54
5639,26.93,75.23,1010.19,62.12,434.1
5640,12.76,42.32,1015.35,78.18,466.15
5641,8.55,35.77,1016.15,73.32,481.44
5642,14.66,40.89,1009.72,91.56,465.73
5643,10.36,37.83,1005.87,98.56,472.62
5644,21.54,66.54,1004.99,92.87,440.8
5645,14.02,41.78,1011.26,48.62,465.87
5646,12.35,40.8,1027.35,72.69,476.88
5647,25.89,58.86,1014.16,52.95,445.17
5648,22.05,61.27,1019.6,58.83,447.95
5649,32.06,71.85,1007.9,56.44,426.07
5650,24.55,57.5,1015.36,62.45,447.3
5651,27.23,71.77,1006.59,77.94,427.39
5652,24.29,57.5,1014.85,67.28,449.98
5653,30.4,77.3,1002.44,59.42,438.43
5654,26.5,66.75,1018.48,61.62,431.23
5655,10.42,41.26,1008.48,96.76,472.54
5656,15.79,44.89,1010.19,84.61,458.09
5657,15.79,49.15,1020.62,76.22,465.62
5658,30.3,73.67,1005.57,58.74,431.57
5659,25.58,64.45,1011.07,61.47,447.16
5660,12.36,48.04,1012.8,93.59,468.37
5661,10.56,40.22,1005.08,89.71,478.02
5662,30.01,69.13,1010.11,62.42,425.75
5663,14.91,40.73,1017.44,86.91,458.99
5664,15.9,41.35,1006.28,78.2,464.03
5665,8.91,43.52,1022.78,98.0,478.38
5666,26.88,61.5,1009.17,61.26,440.13
5667,14.78,42.86,1015.32,84.75,471.17
5668,30.95,71.58,1009.95,50.02,430.47
5669,17.9,58.33,1013.6,85.81,452.28
5670,13.96,39.54,1011.05,85.72,468.82
5671,29.85,71.58,1010.04,58.66,432.26
5672,14.07,40.78,1024.67,72.66,456.71
5673,25.26,52.3,1006.65,64.64,442.76
5674,10.07,40.92,1021.84,84.18,471.71
5675,15.66,43.99,1021.18,88.62,467.57
5676,6.25,40.02,1032.14,80.22,481.38
